issue,hundreds,tens,ones
2021232,4,3,7
2021233,9,0,4
2021234,5,6,1
2021235,2,5,4
2021236,6,8,6
2021237,7,2,4
2021238,1,9,4
2021239,9,3,0
2021240,3,1,1
2021241,2,6,2
2021242,5,6,4
2021243,3,2,7
2021244,4,1,7
2021245,4,4,7
2021246,0,9,1
2021247,1,2,1
2021248,0,5,0
2021249,4,4,8
2021250,8,7,2
2021251,1,3,3
2021252,2,1,0
2021253,2,0,3
2021254,1,6,0
2021255,1,6,7
2021256,9,0,4
2021257,8,1,9
2021258,9,4,6
2021259,9,3,0
2021260,7,2,0
2021261,2,9,3
2021262,5,4,8
2021263,1,9,4
2021264,8,7,2
2021265,7,0,0
2021266,0,7,3
2021267,1,7,5
2021268,1,2,8
2021269,2,7,5
2021270,6,0,3
2021271,8,4,3
2021272,9,8,5
2021273,1,9,7
2021274,9,8,7
2021275,2,5,8
2021276,7,1,9
2021277,4,5,3
2021278,5,9,8
2021279,9,1,5
2021280,2,7,6
2021281,2,3,5
2021282,5,0,6
2021283,5,9,9
2021284,6,1,0
2021285,4,4,7
2021286,0,8,0
2021287,4,5,3
2021288,3,3,0
2021289,8,3,0
2021290,6,5,8
2021291,7,9,5
2021292,9,5,4
2021293,3,5,6
2021294,5,4,2
2021295,2,5,1
2021296,5,8,4
2021297,8,9,3
2021298,2,8,5
2021299,5,8,0
2021300,5,7,6
2021301,5,2,1
2021302,4,3,2
2021303,6,3,2
2021304,6,0,9
2021305,2,0,7
2021306,7,7,4
2021307,4,8,6
2021308,1,8,0
2021309,7,2,2
2021310,4,5,6
2021311,9,5,8
2021312,6,9,8
2021313,9,3,8
2021314,0,2,0
2021315,7,5,5
2021316,5,1,6
2021317,1,4,3
2021318,4,8,9
2021319,8,8,6
2021320,3,6,9
2021321,3,9,7
2021322,5,0,0
2021323,7,5,4
2021324,8,8,6
2021325,5,1,5
2021326,9,7,0
2021327,9,3,5
2021328,3,0,0
2021329,2,8,6
2021330,7,4,4
2021331,1,2,2
2021332,5,0,0
2021333,4,9,4
2021334,6,9,2
2021335,4,9,3
2021336,6,5,0
2021337,8,8,9
2021338,4,9,0
2021339,2,6,7
2021340,2,8,7
2021341,6,0,6
2021342,3,1,2
2021343,7,9,3
2021344,6,1,1
2021345,9,3,5
2021346,2,6,6
2021347,5,9,4
2021348,1,8,4
2021349,1,0,6
2021350,0,3,8
2021351,7,4,7
2022001,3,4,9
2022002,9,2,7
2022003,0,1,0
2022004,7,3,9
2022005,2,4,0
2022006,8,8,7
2022007,9,2,1
2022008,4,9,8
2022009,6,0,1
2022010,9,8,2
2022011,3,7,9
2022012,9,5,2
2022013,5,2,8
2022014,4,6,2
2022015,7,8,6
2022016,2,8,5
2022017,3,4,8
2022018,7,5,5
2022019,2,4,4
2022020,8,1,6
2022021,1,9,2
2022022,7,4,3
2022023,8,7,4
2022024,4,7,2
2022025,5,7,9
2022026,1,4,1
2022027,8,7,7
2022028,0,8,6
2022029,5,7,8
2022030,5,6,1
2022031,6,6,4
2022032,5,0,0
2022033,7,4,4
2022034,6,8,9
2022035,0,5,9
2022036,6,4,1
2022037,5,3,6
2022038,0,8,3
2022039,7,8,7
2022040,9,7,7
2022041,1,8,4
2022042,7,0,2
2022043,4,0,4
2022044,1,6,9
2022045,8,2,2
2022046,8,7,5
2022047,8,8,2
2022048,2,2,5
2022049,0,2,6
2022050,9,8,2
2022051,5,7,3
2022052,0,5,3
2022053,7,6,4
2022054,5,8,5
2022055,7,9,4
2022056,0,9,2
2022057,5,4,6
2022058,2,1,8
2022059,7,2,7
2022060,5,4,3
2022061,8,9,5
2022062,8,1,2
2022063,9,9,1
2022064,3,5,4
2022065,2,5,4
2022066,9,6,8
2022067,9,9,8
2022068,5,6,9
2022069,7,3,0
2022070,6,1,8
2022071,9,3,5
2022072,7,8,3
2022073,0,1,4
2022074,7,5,9
2022075,6,6,0
2022076,0,9,1
2022077,9,8,6
2022078,3,9,8
2022079,2,1,0
2022080,7,2,3
2022081,8,3,8
2022082,5,0,5
2022083,4,6,5
2022084,7,9,7
2022085,6,5,4
2022086,2,0,4
2022087,0,6,9
2022088,2,6,1
2022089,7,1,3
2022090,7,2,2
2022091,3,6,7
2022092,7,5,2
2022093,6,3,3
2022094,1,9,8
2022095,5,1,9
2022096,8,1,0
2022097,3,0,4
2022098,4,6,5
2022099,3,9,3
2022100,6,6,6
2022101,7,3,1
2022102,8,5,1
2022103,9,5,8
2022104,6,9,0
2022105,4,4,0
2022106,5,0,7
2022107,1,5,0
2022108,5,1,2
2022109,8,6,5
2022110,0,4,0
2022111,3,3,4
2022112,2,4,5
2022113,2,9,9
2022114,6,2,3
2022115,9,2,8
2022116,8,1,2
2022117,2,8,1
2022118,2,6,0
2022119,3,2,0
2022120,5,0,9
2022121,7,6,5
2022122,5,9,2
2022123,5,9,0
2022124,9,0,1
2022125,0,9,0
2022126,5,5,4
2022127,2,5,6
2022128,1,5,6
2022129,3,9,5
2022130,4,6,2
2022131,8,6,5
2022132,5,7,2
2022133,9,2,0
2022134,9,5,3
2022135,1,6,7
2022136,5,6,2
2022137,4,4,1
2022138,9,4,3
2022139,1,2,1
2022140,3,2,3
2022141,5,0,5
2022142,8,8,3
2022143,2,3,1
2022144,0,6,0
2022145,1,5,0
2022146,8,4,8
2022147,8,6,9
2022148,7,7,5
2022149,0,2,7
2022150,6,3,0
2022151,4,4,3
2022152,5,7,7
2022153,8,0,8
2022154,2,3,4
2022155,5,3,6
2022156,2,4,7
2022157,4,2,9
2022158,9,5,8
2022159,0,2,1
2022160,9,4,9
2022161,7,7,2
2022162,8,6,4
2022163,5,3,2
2022164,1,0,5
2022165,7,0,8
2022166,4,8,7
2022167,7,8,3
2022168,2,0,3
2022169,7,1,9
2022170,6,3,5
2022171,3,4,1
2022172,3,2,4
2022173,5,5,7
2022174,7,3,2
2022175,7,3,7
2022176,7,4,7
2022177,6,0,2
2022178,3,8,7
2022179,6,9,9
2022180,5,0,3
2022181,8,7,2
2022182,3,5,1
2022183,5,1,5
2022184,4,8,5
2022185,8,5,1
2022186,6,8,5
2022187,5,0,2
2022188,6,7,7
2022189,6,1,9
2022190,1,8,1
2022191,1,4,1
2022192,0,8,3
2022193,7,2,9
2022194,6,8,9
2022195,6,6,0
2022196,6,0,3
2022197,5,6,5
2022198,6,1,1
2022199,5,0,8
2022200,7,9,7
2022201,5,7,8
2022202,6,5,2
2022203,1,5,1
2022204,5,2,5
2022205,9,3,6
2022206,2,9,0
2022207,0,9,7
2022208,4,0,8
2022209,1,6,7
2022210,3,9,2
2022211,1,3,1
2022212,5,6,0
2022213,7,5,3
2022214,2,8,2
2022215,1,4,6
2022216,7,6,5
2022217,0,6,9
2022218,1,1,7
2022219,7,9,2
2022220,0,0,6
2022221,7,3,3
2022222,8,9,3
2022223,2,3,0
2022224,0,0,8
2022225,4,1,0
2022226,4,2,6
2022227,6,5,4
2022228,6,4,0
2022229,9,6,0
2022230,6,6,0
2022231,4,4,4
2022232,9,7,5
2022233,9,7,3
2022234,1,8,8
2022235,6,2,5
2022236,3,3,6
2022237,6,9,1
2022238,1,3,1
2022239,1,0,9
2022240,0,5,5
2022241,7,2,4
2022242,3,2,7
2022243,6,3,8
2022244,4,9,2
2022245,0,6,0
2022246,2,2,2
2022247,3,3,8
2022248,1,9,7
2022249,2,8,5
2022250,0,4,1
2022251,8,8,3
2022252,9,8,6
2022253,3,2,7
2022254,3,5,6
2022255,0,9,9
2022256,0,7,0
2022257,0,9,2
2022258,4,4,4
2022259,6,9,6
2022260,2,8,0
2022261,8,3,8
2022262,7,6,4
2022263,2,8,9
2022264,5,3,3
2022265,9,0,9
2022266,4,1,0
2022267,7,3,8
2022268,0,3,7
2022269,6,4,3
2022270,8,8,9
2022271,5,0,0
2022272,5,3,1
2022273,9,1,1
2022274,8,6,7
2022275,0,2,0
2022276,3,0,9
2022277,0,0,8
2022278,1,2,8
2022279,5,1,4
2022280,1,3,9
2022281,6,2,2
2022282,5,7,8
2022283,1,3,9
2022284,2,3,0
2022285,2,2,9
2022286,4,5,2
2022287,5,1,2
2022288,3,5,8
2022289,1,5,7
2022290,2,9,9
2022291,8,7,0
2022292,4,2,8
2022293,0,7,2
2022294,6,2,8
2022295,1,8,4
2022296,3,0,5
2022297,3,1,5
2022298,7,7,7
2022299,4,1,1
2022300,2,9,2
2022301,1,8,2
2022302,7,5,4
2022303,3,1,9
2022304,7,6,7
2022305,3,1,5
2022306,1,8,8
2022307,7,6,2
2022308,0,8,7
2022309,2,2,0
2022310,9,1,1
2022311,9,2,3
2022312,5,2,7
2022313,9,4,2
2022314,7,1,4
2022315,8,9,4
2022316,7,4,2
2022317,7,7,5
2022318,3,7,0
2022319,2,2,1
2022320,4,0,9
2022321,3,0,4
2022322,9,0,0
2022323,3,3,1
2022324,4,0,8
2022325,8,5,3
2022326,9,5,4
2022327,3,5,8
2022328,9,3,0
2022329,4,7,7
2022330,0,7,0
2022331,7,4,6
2022332,4,1,7
2022333,6,6,3
2022334,5,0,5
2022335,2,5,9
2022336,2,9,8
2022337,0,9,9
2022338,7,2,0
2022339,0,4,2
2022340,0,4,2
2022341,8,4,1
2022342,5,7,1
2022343,5,8,0
2022344,6,4,8
2022345,5,0,3
2022346,9,0,3
2022347,3,5,7
2022348,1,5,8
2022349,5,6,2
2022350,6,8,8
2022351,2,4,9
2023001,4,3,2
2023002,8,5,0
2023003,5,9,6
2023004,3,9,8
2023005,6,0,9
2023006,7,1,5
2023007,8,1,7
2023008,7,0,8
2023009,7,8,3
2023010,2,0,6
2023011,6,6,6
2023012,6,4,8
2023013,8,8,7
2023014,3,2,2
2023015,5,3,2
2023016,6,6,4
2023017,0,5,3
2023018,1,2,1
2023019,8,7,4
2023020,8,4,5
2023021,0,2,5
2023022,4,4,6
2023023,5,2,7
2023024,4,9,5
2023025,8,5,6
2023026,5,1,4
2023027,3,3,4
2023028,0,4,3
2023029,9,2,3
2023030,7,5,2
2023031,3,7,2
2023032,1,3,9
2023033,5,1,9
2023034,8,4,2
2023035,1,0,4
2023036,3,8,0
2023037,6,3,8
2023038,8,4,5
2023039,9,1,9
2023040,4,1,3
2023041,1,3,3
2023042,7,2,8
2023043,9,1,8
2023044,8,1,1
2023045,7,0,0
2023046,1,0,3
2023047,1,5,9
2023048,3,0,6
2023049,7,3,5
2023050,6,0,2
2023051,0,6,6
2023052,1,5,0
2023053,3,1,0
2023054,1,1,7
2023055,8,7,3
2023056,1,5,6
2023057,9,7,3
2023058,7,6,7
2023059,0,5,9
2023060,0,8,6
2023061,2,3,5
2023062,7,3,2
2023063,0,1,0
2023064,2,1,7
2023065,5,7,3
2023066,1,9,8
2023067,0,9,0
2023068,7,9,9
2023069,0,7,4
2023070,9,8,1
2023071,2,9,5
2023072,4,9,6
2023073,5,1,4
2023074,1,8,4
2023075,9,2,0
2023076,8,8,6
2023077,4,5,0
2023078,8,5,6
2023079,8,9,2
2023080,8,8,4
2023081,9,8,2
2023082,0,5,7
2023083,8,7,0
2023084,8,3,8
2023085,5,6,8
2023086,1,4,3
2023087,2,1,3
2023088,7,8,3
2023089,1,3,4
2023090,2,7,4
2023091,7,9,4
2023092,8,8,8
2023093,3,7,9
2023094,5,0,3
2023095,0,6,3
2023096,5,7,5
2023097,8,7,5
2023098,1,1,7
2023099,1,2,4
2023100,3,9,3
2023101,6,5,4
2023102,4,1,1
2023103,4,0,8
2023104,3,9,8
2023105,8,8,4
2023106,6,0,2
2023107,0,6,5
2023108,2,5,3
2023109,9,0,4
2023110,9,0,5
2023111,6,8,7
2023112,0,6,9
2023113,5,8,6
2023114,1,7,6
2023115,7,1,6
2023116,6,1,9
2023117,4,0,1
2023118,7,3,7
2023119,1,1,2
2023120,8,7,1
2023121,2,9,3
2023122,4,1,2
2023123,8,0,4
2023124,2,3,6
2023125,0,0,7
2023126,4,9,6
2023127,7,1,0
2023128,5,0,7
2023129,1,8,5
2023130,1,5,1
2023131,2,1,0
2023132,2,7,5
2023133,3,7,1
2023134,4,6,3
2023135,5,0,5
2023136,5,7,5
2023137,6,6,6
2023138,9,4,5
2023139,9,8,1
2023140,7,5,7
2023141,1,9,3
2023142,7,1,1
2023143,4,9,5
2023144,5,6,3
2023145,2,0,6
2023146,9,4,2
2023147,9,7,0
2023148,9,5,9
2023149,9,2,2
2023150,2,4,7
2023151,3,3,9
2023152,1,6,5
2023153,0,6,5
2023154,6,0,2
2023155,2,8,5
2023156,6,8,9
2023157,0,2,9
2023158,7,5,0
2023159,8,0,2
2023160,4,2,2
2023161,3,1,4
2023162,0,2,2
2023163,1,2,4
2023164,8,9,1
2023165,3,3,7
2023166,5,5,7
2023167,2,1,6
2023168,0,5,7
2023169,1,8,2
2023170,4,2,7
2023171,7,5,1
2023172,2,4,5
2023173,7,3,0
2023174,6,6,5
2023175,1,9,0
2023176,8,8,8
2023177,1,1,9
2023178,0,3,0
2023179,7,3,7
2023180,9,3,2
2023181,5,6,7
2023182,7,0,2
2023183,0,6,6
2023184,7,3,0
2023185,6,6,7
2023186,1,4,5
2023187,5,1,3
2023188,2,8,0
2023189,3,2,7
2023190,9,0,5
2023191,7,6,8
2023192,2,1,2
2023193,1,8,1
2023194,1,6,8
2023195,3,0,3
2023196,9,8,5
2023197,5,8,6
2023198,4,9,8
2023199,8,5,0
2023200,3,1,4
2023201,1,7,2
2023202,6,4,8
2023203,3,4,6
2023204,1,3,3
2023205,1,7,1
2023206,2,2,2
2023207,2,4,2
2023208,6,9,2
2023209,7,9,6
2023210,6,8,1
2023211,6,1,2
2023212,4,4,4
2023213,7,3,2
2023214,5,2,2
2023215,3,0,8
2023216,1,8,7
2023217,8,1,1
2023218,0,7,1
2023219,3,4,8
2023220,5,8,7
2023221,5,0,3
2023222,2,6,5
2023223,3,0,9
2023224,4,4,7
2023225,7,9,8
2023226,1,8,2
2023227,2,0,6
2023228,9,8,5
2023229,1,4,2
2023230,7,8,7
2023231,0,4,9
2023232,1,3,3
2023233,9,2,8
2023234,1,0,9
2023235,4,8,0
2023236,6,8,0
2023237,0,9,6
2023238,4,5,5
2023239,7,3,1
2023240,2,3,2
2023241,4,9,5
2023242,4,8,6
2023243,8,4,8
2023244,3,7,7
2023245,7,6,8
2023246,7,7,9
2023247,5,6,9
2023248,0,4,9
2023249,0,7,6
2023250,9,6,8
2023251,5,0,3
2023252,2,1,3
2023253,7,2,1
2023254,2,8,3
2023255,5,6,4
2023256,4,7,4
2023257,6,9,4
2023258,9,2,7
2023259,0,8,6
2023260,5,4,7
2023261,7,2,3
2023262,2,2,0
2023263,3,3,5
2023264,6,3,8
2023265,3,5,6
2023266,1,1,3
2023267,4,7,8
2023268,0,6,7
2023269,6,6,5
2023270,4,5,7
2023271,1,7,9
2023272,0,5,8
2023273,4,7,5
2023274,9,9,5
2023275,7,3,9
2023276,4,4,1
2023277,9,2,0
2023278,8,0,9
2023279,7,9,2
2023280,2,7,8
2023281,6,8,4
2023282,1,0,4
2023283,9,4,8
2023284,3,9,3
2023285,5,9,1
2023286,2,0,5
2023287,3,0,9
2023288,5,5,0
2023289,8,6,6
2023290,8,3,3
2023291,5,8,3
2023292,6,8,9
2023293,8,1,0
2023294,5,9,1
2023295,7,9,5
2023296,4,9,1
2023297,2,2,6
2023298,0,4,7
2023299,9,2,0
2023300,0,9,0
2023301,5,8,0
2023302,6,1,8
2023303,7,2,1
2023304,4,8,0
2023305,6,8,2
2023306,8,8,8
2023307,9,3,7
2023308,5,9,4
2023309,2,0,2
2023310,9,5,6
2023311,2,7,1
2023312,7,9,1
2023313,9,8,9
2023314,2,2,8
2023315,6,1,8
2023316,4,8,3
2023317,1,3,1
2023318,0,1,4
2023319,7,2,7
2023320,3,7,5
2023321,7,5,2
2023322,8,0,4
2023323,2,6,9
2023324,4,9,5
2023325,4,9,0
2023326,3,7,1
2023327,0,1,4
2023328,1,6,9
2023329,5,7,3
2023330,3,7,6
2023331,2,4,1
2023332,1,6,1
2023333,1,8,8
2023334,9,0,0
2023335,1,1,1
2023336,1,8,8
2023337,8,6,2
2023338,4,7,7
2023339,8,4,7
2023340,1,3,8
2023341,2,2,7
2023342,7,6,9
2023343,8,4,8
2023344,9,6,8
2023345,4,3,6
2023346,4,9,1
2023347,5,6,0
2023348,6,5,3
2023349,5,1,4
2023350,7,7,1
2023351,4,9,0
2024001,2,1,8
2024002,6,6,9
2024003,7,2,9
2024004,7,0,5
2024005,8,0,6
2024006,2,1,2
2024007,6,3,3
2024008,4,2,3
2024009,2,6,5
2024010,4,3,7
2024011,9,2,7
2024012,5,9,0
2024013,4,6,8
2024014,2,5,1
2024015,4,3,8
2024016,9,2,0
2024017,6,5,9
2024018,4,3,0
2024019,9,5,3
2024020,8,6,8
2024021,4,4,6
2024022,2,8,5
2024023,2,4,7
2024024,4,7,3
2024025,7,4,9
2024026,1,4,9
2024027,8,4,9
2024028,6,6,2
2024029,0,9,4
2024030,9,3,5
2024031,0,6,0
2024032,9,9,5
2024033,9,4,5
2024034,8,5,6
2024035,0,4,5
2024036,2,6,5
2024037,4,6,0
2024038,6,7,6
2024039,2,2,8
2024040,7,3,6
2024041,3,1,5
2024042,0,8,6
2024043,2,5,7
2024044,3,6,3
2024045,4,0,6
2024046,7,3,0
2024047,4,2,0
2024048,1,2,8
2024049,8,1,1
2024050,6,3,4
2024051,3,4,0
2024052,3,1,0
2024053,4,7,8
2024054,1,9,2
2024055,5,8,9
2024056,5,4,2
2024057,8,0,5
2024058,4,6,9
2024059,7,5,8
2024060,8,9,7
2024061,4,0,6
2024062,3,7,7
2024063,3,4,9
2024064,0,0,9
2024065,4,6,9
2024066,1,9,8
2024067,7,0,9
2024068,6,4,2
2024069,4,5,1
2024070,6,7,1
2024071,2,1,3
2024072,9,7,7
2024073,2,5,8
2024074,0,4,1
2024075,2,5,4
2024076,6,5,5
2024077,3,3,6
2024078,3,9,7
2024079,9,3,1
2024080,7,7,5
2024081,1,0,8
2024082,9,2,0
2024083,8,9,9
2024084,2,1,9
2024085,4,9,0
2024086,5,3,2
2024087,7,9,7
2024088,7,6,1
2024089,4,5,7
2024090,8,9,0
2024091,5,6,4
2024092,0,7,1
2024093,6,4,7
2024094,6,7,9
2024095,2,5,7
2024096,1,2,9
2024097,3,8,9
2024098,6,2,0
2024099,1,9,0
2024100,9,3,6
2024101,5,9,4
2024102,3,3,9
2024103,9,8,4
2024104,5,7,9
2024105,9,7,6
2024106,1,2,7
2024107,0,6,2
2024108,4,3,2
2024109,1,8,1
2024110,5,0,6
2024111,2,0,6
2024112,6,3,0
2024113,2,4,2
2024114,0,7,5
2024115,0,9,9
2024116,8,5,1
2024117,9,8,9
2024118,3,4,3
2024119,5,0,8
2024120,5,4,9
2024121,2,8,9
2024122,7,0,8
2024123,1,8,3
2024124,7,8,7
2024125,6,4,9
2024126,3,2,3
2024127,2,1,4
2024128,5,7,3
2024129,0,6,7
2024130,0,6,6
2024131,0,6,9
2024132,6,5,2
2024133,7,4,1
2024134,6,4,0
2024135,0,3,5
2024136,2,2,7
2024137,9,8,2
2024138,9,5,5
2024139,7,4,8
2024140,5,3,6
2024141,2,5,6
2024142,8,1,3
2024143,9,5,5
2024144,8,1,6
2024145,7,5,6
2024146,1,8,0
2024147,2,2,5
2024148,4,2,6
2024149,1,5,3
2024150,3,5,6
2024151,7,6,5
2024152,8,4,8
2024153,2,8,7
2024154,8,3,4
2024155,4,1,1
2024156,1,8,0
2024157,1,2,6
2024158,8,2,1
2024159,2,1,2
2024160,6,9,0
2024161,4,6,8
2024162,1,6,4
2024163,3,0,4
2024164,3,5,4
2024165,1,4,5
2024166,3,9,7
2024167,2,2,0
2024168,7,5,2
2024169,4,0,2
2024170,2,2,5
2024171,4,8,0
2024172,9,0,8
2024173,4,4,9
2024174,2,3,6
2024175,4,8,8
2024176,1,0,8
2024177,4,6,0
2024178,5,8,1
2024179,0,0,5
2024180,9,1,8
2024181,2,3,0
2024182,8,8,4
2024183,4,4,3
2024184,9,3,3
2024185,3,0,6
2024186,5,7,9
2024187,3,8,0
2024188,9,5,6
2024189,5,3,0
2024190,4,1,0
2024191,3,8,2
2024192,6,7,6
2024193,6,8,1
2024194,1,3,7
2024195,7,2,5
2024196,0,5,6
2024197,2,2,4
2024198,7,1,0
2024199,1,4,7
2024200,3,0,9
2024201,8,4,3
2024202,5,5,2
2024203,1,7,2
2024204,3,9,0
2024205,6,5,1
2024206,8,1,8
2024207,8,9,2
2024208,2,8,1
2024209,6,7,6
2024210,4,4,9
2024211,0,5,4
2024212,0,8,9
2024213,0,0,9
2024214,3,6,5
2024215,4,8,3
2024216,4,4,4
2024217,4,0,5
2024218,4,6,7
2024219,3,0,5
2024220,4,1,4
2024221,1,0,3
2024222,5,6,4
2024223,7,7,3
2024224,5,6,0
2024225,8,8,4
2024226,3,8,0
2024227,3,1,2
2024228,2,9,8
2024229,9,1,1
2024230,4,9,7
2024231,9,3,8
2024232,0,1,2
2024233,3,9,7
2024234,7,1,5
2024235,4,9,2
2024236,5,1,2
2024237,2,7,4
2024238,4,6,9
2024239,5,2,4
2024240,0,6,5
2024241,4,7,0
2024242,6,2,3
2024243,9,5,5
2024244,8,6,3
2024245,7,4,1
2024246,7,1,0
2024247,7,8,3
2024248,8,6,1
2024249,4,4,9
2024250,2,5,3
2024251,1,5,6
2024252,0,8,6
2024253,2,7,4
2024254,4,0,9
2024255,0,9,6
2024256,7,4,9
2024257,1,9,9
2024258,0,7,7
2024259,2,4,9
2024260,9,2,6
2024261,7,6,6
2024262,4,6,5
2024263,2,9,2
2024264,7,1,0
2024265,2,4,5
2024266,3,9,0
2024267,2,2,7
2024268,9,3,1
2024269,3,8,8
2024270,6,9,9
2024271,7,9,5
2024272,2,7,5
2024273,8,3,3
2024274,1,7,2
2024275,8,2,7
2024276,0,8,6
2024277,6,8,4
2024278,2,2,1
2024279,0,6,0
2024280,2,4,8
2024281,9,0,0
2024282,9,8,3
2024283,4,1,9
2024284,3,4,2
2024285,7,1,8
2024286,6,2,1
2024287,1,9,2
2024288,8,3,9
2024289,9,8,9
2024290,9,1,1
2024291,4,2,6
2024292,4,6,2
2024293,5,2,1
2024294,3,6,4
2024295,5,7,1
2024296,8,1,6
2024297,3,7,2
2024298,0,5,5
2024299,9,4,9
2024300,6,6,6
2024301,4,3,5
2024302,5,1,6
2024303,3,3,6
2024304,1,6,9
2024305,9,6,6
2024306,2,9,6
2024307,5,7,9
2024308,6,5,4
2024309,5,3,9
2024310,6,0,3
2024311,0,6,7
2024312,7,5,4
2024313,0,9,5
2024314,6,7,2
2024315,8,0,2
2024316,7,8,9
2024317,3,8,6
2024318,5,2,5
2024319,7,2,6
2024320,7,7,8
2024321,5,4,2
2024322,8,6,7
2024323,5,3,6
2024324,3,8,4
2024325,1,5,8
2024326,7,2,2
2024327,2,8,0
2024328,3,0,6
2024329,9,1,0
2024330,1,6,7
2024331,9,6,4
2024332,7,6,5
2024333,9,5,1
2024334,5,4,1
2024335,5,9,3
2024336,9,6,4
2024337,8,4,3
2024338,9,7,7
2024339,5,0,9
2024340,2,7,8
2024341,3,7,1
2024342,4,8,3
2024343,2,1,4
2024344,3,0,5
2024345,3,1,7
2024346,0,5,6
2024347,3,9,2
2024348,9,2,8
2024349,1,0,8
2024350,6,7,2
2024351,6,5,7
2024352,2,9,2
2025001,7,0,3
2025002,9,1,6
2025003,2,1,4
2025004,6,3,4
2025005,0,8,5
2025006,8,9,8
2025007,1,4,1
2025008,2,6,0
2025009,4,1,6
2025010,3,3,3
2025011,5,1,8
2025012,4,8,7
2025013,6,0,6
2025014,6,7,9
2025015,9,4,2
2025016,1,0,4
2025017,0,2,7
2025018,8,3,6
2025019,7,1,0
2025020,0,5,6
2025021,4,6,8
2025022,6,3,8
2025023,5,9,1
2025024,7,6,2
2025025,4,8,6
2025026,5,8,8
2025027,3,8,3
2025028,4,0,9
2025029,0,9,6
2025030,3,0,2
2025031,3,7,9
2025032,4,9,9
2025033,6,0,6
2025034,2,6,1
2025035,7,7,8
2025036,6,1,7
2025037,1,3,1
2025038,8,4,7
2025039,9,3,2
2025040,4,2,8
2025041,4,0,1
2025042,7,7,5
2025043,4,7,5
2025044,9,1,2
2025045,5,5,4
2025046,4,9,0
2025047,2,4,8
2025048,6,4,0
2025049,0,0,4
2025050,8,0,6
2025051,9,0,5
2025052,5,8,5
2025053,8,9,5
2025054,4,9,7
2025055,3,6,8
2025056,4,9,2
2025057,3,9,7
2025058,4,0,5
2025059,8,4,7
2025060,9,3,8
2025061,4,7,6
2025062,8,1,0
2025063,4,0,5
2025064,9,2,8
2025065,5,3,8
2025066,7,2,0
2025067,3,8,5
2025068,5,5,5
2025069,9,0,6
2025070,7,4,8
2025071,4,3,4
2025072,2,7,2
2025073,7,7,8
2025074,4,1,9
2025075,7,0,9
2025076,7,8,1
2025077,6,2,5
2025078,0,0,0
2025079,6,5,7
2025080,5,0,0
2025081,4,0,3
2025082,4,1,7
2025083,9,1,5
2025084,0,3,0
2025085,3,3,8
2025086,3,8,8
2025087,8,2,6
2025088,0,2,2
2025089,6,5,8
2025090,1,5,9
2025091,1,3,5
2025092,3,1,7
2025093,5,4,5
2025094,6,4,9
2025095,0,6,8
2025096,3,8,5
2025097,5,4,2
2025098,7,1,4
2025099,7,0,7
2025100,9,5,3
2025101,0,1,6
2025102,1,6,1
2025103,3,7,0
2025104,8,7,7
2025105,0,1,5
2025106,7,5,2
2025107,0,2,7
2025108,4,0,7
2025109,8,4,1
2025110,9,1,4
2025111,2,7,0
2025112,9,5,4
2025113,6,3,5
2025114,3,7,5
2025115,2,0,6
2025116,3,2,0
2025117,8,4,9
2025118,6,2,1
2025119,3,1,5
2025120,9,1,2
2025121,1,2,0
2025122,4,8,8
2025123,7,2,5
2025124,8,0,9
2025125,3,5,1
2025126,3,2,0
2025127,4,3,1
2025128,8,1,4
2025129,9,1,5
2025130,2,0,4
2025131,2,0,3
2025132,6,8,9
2025133,6,4,5
2025134,7,4,8
2025135,4,5,8
2025136,1,1,3
2025137,8,3,8
2025138,2,9,6
2025139,5,9,8
2025140,1,4,9
2025141,2,0,2
2025142,9,1,6
2025143,2,5,6
2025144,6,6,6
2025145,2,6,7
2025146,8,9,7
2025147,3,2,1
2025148,8,3,8
2025149,7,3,4
2025150,3,2,1
2025151,7,1,8
2025152,2,1,0
2025153,0,6,9
2025154,9,2,3
2025155,4,9,9
2025156,7,7,5
2025157,9,6,9
2025158,7,0,1
2025159,0,7,3
2025160,5,0,3
2025161,7,4,8
2025162,2,7,5
2025163,6,3,6
2025164,3,3,7
2025165,6,0,9
2025166,8,0,8
2025167,7,0,2
2025168,5,1,4
2025169,9,7,8
2025170,4,7,5
2025171,1,1,3
2025172,4,0,6
2025173,0,9,2
2025174,5,3,3
2025175,6,1,6
2025176,1,2,2
2025177,4,9,7
2025178,7,2,8
2025179,2,8,0
2025180,2,6,0
2025181,8,8,6
2025182,7,0,8
2025183,7,4,4
2025184,7,9,9
2025185,1,6,4
2025186,2,2,7
2025187,7,6,1
2025188,0,1,8
2025189,9,0,7
2025190,4,0,2
2025191,2,0,2
2025192,6,9,1
2025193,8,7,6
2025194,7,2,6
2025195,9,8,0
2025196,7,3,4
2025197,0,5,7
2025198,8,9,8
2025199,9,4,3
2025200,0,1,5
2025201,8,4,6
2025202,9,5,3
2025203,0,1,3
2025204,0,0,7
2025205,9,2,0
2025206,4,4,4
2025207,2,5,5
2025208,4,3,2
2025209,3,8,7
2025210,5,2,0
2025211,8,9,7
2025212,4,5,6
2025213,3,8,1
2025214,9,2,0
2025215,8,5,3
2025216,6,2,5
2025217,8,9,4
2025218,5,2,6
2025219,9,0,0
2025220,5,3,6
2025221,2,9,6
2025222,0,1,0
2025223,7,3,6
2025224,9,9,0
